ra,dec,parallax,G,BP_RP
49.905706402731035,34.59011786796247,0.030649894756364433,16.886412,1.0307229999999983
52.25223267073433,10.976332668915049,0.5850467797010729,16.111532,1.3733450000000005
221.90750689435,24.879248572683117,1.2242956275679087,16.178225,1.3546879999999994
229.26771906297836,27.969108777001786,3.2852390030936753,16.16851,1.9904670000000024
226.7271778843817,30.327141111800056,1.3836264280968464,16.062506,1.427942999999999
39.02126452152338,29.034128319693817,0.5433307862911101,16.098875,0.9312269999999998
214.54509940634944,29.589830412406045,0.2579466783108358,16.860222,0.6875190000000018
42.903791967232415,29.480649034048312,0.7320122623322368,16.44864,1.1098250000000007
222.3093584880836,36.846148988662115,1.7079858893439879,16.58556,1.6285469999999975
247.82826211029086,21.914551081235054,0.6181026476310677,16.506676,nan
42.18169904527789,30.052090020881845,0.9835187560226162,16.205717,1.2041770000000014
244.26656356160026,24.642675763870358,0.9479824137055912,16.679565,1.2257149999999992
246.31935293399042,27.396436174980966,0.6937260347909473,16.090843,1.038116999999998
251.52678386105163,26.637871340766623,0.23701367184466524,16.829102,0.9086210000000001
257.5684753148245,30.692592724928957,0.7443201530638117,16.62002,0.9692100000000003
252.15442681512246,29.72313530749282,0.3490465327403774,16.377455,0.900364999999999
255.13692762795438,32.819941477371195,0.9593763076314755,16.006905,1.1175699999999988
37.83545281589822,31.133510084473635,0.9315802753120295,16.712425,1.509561999999999
245.778779930795,31.17816374513543,0.30353820342880444,16.70267,0.6713679999999975
